,ALEXANDER,BARCLAY,COMPUTER,CRUSHER,DATA,GUINAN,K'EHLEYR,LAFORGE,LWAXANA,O'BRIEN,PICARD,PULASKI,Q,RIKER,RO,TASHA,TROI,VASH,WESLEY,WORF,lines,ep,season,title
DATA,0,0,0,4,0,0,0,2,0,0,35,0,0,21,0,8,2,0,0,0,40,5,1,Lonely Among Us
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Lonely Among Us
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Lonely Among Us
LAFORGE,0,0,0,4,2,0,0,4,0,0,14,0,0,14,0,3,2,0,5,9,32,5,1,Lonely Among Us
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Lonely Among Us
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,Lonely Among Us
PICARD,0,0,0,25,35,0,0,14,0,0,2,0,0,23,0,6,10,0,1,5,75,5,1,Lonely Among Us
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Lonely Among Us
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Lonely Among Us
RIKER,0,0,0,2,21,0,0,14,0,0,23,0,0,0,0,11,8,0,0,1,51,5,1,Lonely Among Us
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Lonely Among Us
TASHA,0,0,0,0,8,0,0,3,0,0,6,0,0,11,0,0,1,0,0,0,24,5,1,Lonely Among Us
TROI,0,0,0,13,2,0,0,2,0,0,10,0,0,8,0,1,0,0,0,5,24,5,1,Lonely Among Us
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Lonely Among Us
WESLEY,0,0,0,14,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,16,5,1,Lonely Among Us
WORF,0,0,0,4,0,0,0,9,0,0,5,0,0,1,0,0,5,0,2,0,16,5,1,Lonely Among Us
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
CRUSHER,0,0,0,0,6,0,0,0,0,0,27,0,0,1,0,1,4,0,2,0,25,6,1,Justice
DATA,0,0,0,6,0,0,0,4,0,0,44,0,0,1,0,1,0,0,0,2,35,6,1,Justice
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
LAFORGE,0,0,0,0,4,0,0,0,0,0,8,0,0,1,0,4,0,0,0,0,11,6,1,Justice
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
PICARD,0,0,0,27,44,0,0,8,0,0,4,0,0,11,0,7,13,0,8,0,95,6,1,Justice
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
RIKER,0,0,0,1,1,0,0,1,0,0,11,0,0,2,0,8,5,0,3,13,33,6,1,Justice
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
TASHA,0,0,0,1,1,0,0,4,0,0,7,0,0,8,0,0,0,0,0,4,21,6,1,Justice
TROI,0,0,0,4,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,1,15,6,1,Justice
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Justice
WESLEY,0,0,0,2,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,19,6,1,Justice
WORF,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,4,1,0,0,0,15,6,1,Justice
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,7,1,The Battle
CRUSHER,0,0,0,0,1,0,0,1,0,0,48,0,0,7,0,0,6,0,2,1,38,7,1,The Battle
DATA,0,0,0,1,0,0,0,8,0,0,14,0,0,24,0,3,0,0,1,1,29,7,1,The Battle
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
LAFORGE,0,0,0,1,8,0,0,0,0,0,5,0,0,8,0,5,1,0,1,2,17,7,1,The Battle
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
PICARD,0,0,0,48,14,0,0,5,0,0,6,0,0,37,0,8,11,0,2,2,91,7,1,The Battle
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
RIKER,0,0,3,7,24,0,0,8,0,0,37,0,0,8,0,6,4,0,5,2,61,7,1,The Battle
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
TASHA,0,0,0,0,3,0,0,5,0,0,8,0,0,6,0,0,0,0,1,1,13,7,1,The Battle
TROI,0,0,0,6,0,0,0,1,0,0,11,0,0,4,0,0,0,0,5,0,15,7,1,The Battle
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,The Battle
WESLEY,0,0,0,2,1,0,0,1,0,0,2,0,0,5,0,1,5,0,0,1,10,7,1,The Battle
WORF,0,0,0,1,1,0,0,2,0,0,2,0,0,2,0,1,0,0,1,0,5,7,1,The Battle
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
COMPUTER,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,1,Hide and Q
CRUSHER,0,0,0,0,2,0,0,2,0,0,3,0,0,5,0,0,0,0,0,0,7,8,1,Hide and Q
DATA,0,0,0,2,0,0,0,10,0,0,7,0,3,11,0,0,0,0,0,1,18,8,1,Hide and Q
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
LAFORGE,0,0,0,2,10,0,0,2,0,0,7,0,4,15,0,1,0,0,1,5,25,8,1,Hide and Q
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
PICARD,0,0,2,3,7,0,0,7,0,0,6,0,45,33,0,19,0,0,1,3,71,8,1,Hide and Q
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
Q,0,0,0,0,3,0,0,4,0,0,45,0,8,48,0,4,0,0,2,4,62,8,1,Hide and Q
RIKER,0,0,0,5,11,0,0,15,0,0,33,0,48,8,0,1,0,0,5,5,69,8,1,Hide and Q
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
TASHA,0,0,0,0,0,0,0,1,0,0,19,0,4,1,0,0,0,0,1,2,15,8,1,Hide and Q
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Hide and Q
WESLEY,0,0,0,0,0,0,0,1,0,0,1,0,2,5,0,1,0,0,0,0,5,8,1,Hide and Q
WORF,0,0,0,0,1,0,0,5,0,0,3,0,4,5,0,2,0,0,0,0,10,8,1,Hide and Q
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
CRUSHER,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,6,9,1,Haven
DATA,0,0,0,1,0,0,0,2,1,0,16,0,0,4,0,0,1,0,0,0,15,9,1,Haven
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
LAFORGE,0,0,0,0,2,0,0,0,0,0,10,0,0,3,0,2,0,0,0,0,11,9,1,Haven
LWAXANA,0,0,0,0,1,0,0,0,10,0,16,0,0,1,0,2,28,0,0,0,48,9,1,Haven
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
PICARD,0,0,0,3,16,0,0,10,16,0,6,0,0,7,0,7,11,0,0,0,50,9,1,Haven
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
RIKER,0,0,0,0,4,0,0,3,1,0,7,0,0,0,0,6,20,0,0,0,25,9,1,Haven
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
TASHA,0,0,0,1,0,0,0,2,2,0,7,0,0,6,0,0,1,0,0,0,11,9,1,Haven
TROI,0,0,0,0,1,0,0,0,28,0,11,0,0,20,0,1,0,0,0,0,55,9,1,Haven
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Haven
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
COMPUTER,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,10,1,The Big Goodbye
CRUSHER,0,0,0,0,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25,10,1,The Big Goodbye
DATA,0,0,2,7,0,0,0,7,0,0,22,0,0,0,0,0,4,0,1,3,38,10,1,The Big Goodbye
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
LAFORGE,0,0,0,0,7,0,0,0,0,0,5,0,0,20,0,0,1,0,1,0,21,10,1,The Big Goodbye
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
PICARD,0,0,8,22,22,0,0,5,0,0,6,0,0,3,0,2,15,0,1,1,94,10,1,The Big Goodbye
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
RIKER,0,0,0,0,0,0,0,20,0,0,3,0,0,2,0,10,4,0,6,2,33,10,1,The Big Goodbye
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
TASHA,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,2,0,0,0,8,10,1,The Big Goodbye
TROI,0,0,0,0,4,0,0,1,0,0,15,0,0,4,0,2,0,0,0,0,14,10,1,The Big Goodbye
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,The Big Goodbye
WESLEY,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,6,10,1,The Big Goodbye
WORF,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,10,1,The Big Goodbye
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
CRUSHER,0,0,0,0,7,0,0,0,0,0,5,0,0,2,0,2,0,0,10,0,21,11,1,Datalore
DATA,0,0,0,7,2,0,0,12,0,0,19,0,0,17,0,9,0,0,12,2,64,11,1,Datalore
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
LAFORGE,0,0,0,0,12,0,0,0,0,0,12,0,0,7,0,5,0,0,1,0,23,11,1,Datalore
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
PICARD,0,0,0,5,19,0,0,12,0,0,0,0,0,18,0,9,0,0,11,1,46,11,1,Datalore
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
RIKER,0,0,0,2,17,0,0,7,0,0,18,0,0,0,0,10,0,0,3,1,35,11,1,Datalore
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
TASHA,0,0,0,2,9,0,0,5,0,0,9,0,0,10,0,0,0,0,0,1,21,11,1,Datalore
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Datalore
WESLEY,0,0,0,10,12,0,0,1,0,0,11,0,0,3,0,0,0,0,0,0,25,11,1,Datalore
WORF,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,11,1,Datalore
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
CRUSHER,0,0,0,2,3,0,0,1,0,0,14,0,0,8,0,1,1,0,0,0,25,12,1,Angel One
DATA,0,0,0,3,0,0,0,1,0,0,7,0,0,17,0,6,6,0,0,0,31,12,1,Angel One
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
LAFORGE,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,7,0,0,0,8,22,12,1,Angel One
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
PICARD,0,0,0,14,7,0,0,4,0,0,2,0,0,6,0,2,4,0,5,10,35,12,1,Angel One
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
RIKER,0,0,0,8,17,0,0,1,0,0,6,0,0,0,0,12,15,0,3,0,81,12,1,Angel One
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
TASHA,0,0,0,1,6,0,0,7,0,0,2,0,0,12,0,0,3,0,0,0,27,12,1,Angel One
TROI,0,0,0,1,6,0,0,0,0,0,4,0,0,15,0,3,0,0,0,1,30,12,1,Angel One
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Angel One
WESLEY,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,12,1,Angel One
WORF,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,1,0,0,0,11,12,1,Angel One
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
COMPUTER,0,0,0,0,4,0,0,0,0,0,22,0,0,17,0,0,0,0,0,0,28,13,1,11001001
CRUSHER,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,6,13,1,11001001
DATA,0,0,4,0,0,0,0,16,0,0,2,0,0,3,0,2,0,0,3,3,31,13,1,11001001
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
LAFORGE,0,0,0,0,16,0,0,2,0,0,1,0,0,6,0,1,0,0,6,2,22,13,1,11001001
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
PICARD,0,0,22,1,2,0,0,1,0,0,2,0,0,59,0,2,0,0,5,0,90,13,1,11001001
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
RIKER,0,0,17,3,3,0,0,6,0,0,59,0,0,14,0,7,0,0,4,3,97,13,1,11001001
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
TASHA,0,0,0,1,2,0,0,1,0,0,2,0,0,7,0,0,0,0,0,2,10,13,1,11001001
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11001001
WESLEY,0,0,0,0,3,0,0,6,0,0,5,0,0,4,0,0,0,0,0,0,20,13,1,11001001
WORF,0,0,0,2,3,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,8,13,1,11001001
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
CRUSHER,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,0,0,0,20,14,1,Too Short A_Season
DATA,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,1,9,14,1,Too Short A_Season
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
LAFORGE,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,6,14,1,Too Short A_Season
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
PICARD,0,0,0,23,6,0,0,3,0,0,8,0,0,10,0,2,6,0,0,1,83,14,1,Too Short A_Season
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
RIKER,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,14,1,Too Short A_Season
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
TASHA,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,14,1,Too Short A_Season
TROI,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,11,14,1,Too Short A_Season
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Too Short A_Season
WORF,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,1,Too Short A_Season
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
CRUSHER,0,0,0,0,4,0,0,1,0,0,18,0,0,3,0,0,1,0,8,1,26,15,1,When The Bough Breaks
DATA,0,0,0,4,0,0,0,2,0,0,18,0,0,6,0,2,1,0,1,1,20,15,1,When The Bough Breaks
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
LAFORGE,0,0,0,1,2,0,0,0,0,0,6,0,0,4,0,0,0,0,0,1,8,15,1,When The Bough Breaks
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
PICARD,0,0,0,18,18,0,0,6,0,0,4,0,0,24,0,8,7,0,7,5,79,15,1,When The Bough Breaks
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
RIKER,0,0,0,3,6,0,0,4,0,0,24,0,0,0,0,8,0,0,0,1,32,15,1,When The Bough Breaks
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
TASHA,0,0,0,0,2,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,10,15,1,When The Bough Breaks
TROI,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,15,1,When The Bough Breaks
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,When The Bough Breaks
WESLEY,0,0,0,8,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4,1,48,15,1,When The Bough Breaks
WORF,0,0,0,1,1,0,0,1,0,0,5,0,0,1,0,0,0,0,1,0,6,15,1,When The Bough Breaks
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
COMPUTER,0,0,0,13,7,0,0,4,0,0,2,0,0,0,0,0,0,0,0,3,15,16,1,Home Soil
CRUSHER,0,0,13,4,11,0,0,1,0,0,12,0,0,2,0,0,0,0,1,1,26,16,1,Home Soil
DATA,0,0,7,11,0,0,0,30,0,0,26,0,0,0,0,2,0,0,1,1,58,16,1,Home Soil
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
LAFORGE,0,0,4,1,30,0,0,0,0,0,17,0,0,1,0,2,0,0,0,2,37,16,1,Home Soil
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
PICARD,0,0,2,12,26,0,0,17,0,0,4,0,0,9,0,17,6,0,3,3,91,16,1,Home Soil
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
RIKER,0,0,0,2,0,0,0,1,0,0,9,0,0,2,0,1,6,0,0,3,38,16,1,Home Soil
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
TASHA,0,0,0,0,2,0,0,2,0,0,17,0,0,1,0,0,1,0,0,0,14,16,1,Home Soil
TROI,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,1,0,0,0,0,12,16,1,Home Soil
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Home Soil
WESLEY,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,1,Home Soil
WORF,0,0,3,1,1,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,8,16,1,Home Soil
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Coming Of Age
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Coming Of Age
